"ID","Type","Description","Commit","Size/Commit","Others"
"126","Extract Method","Extract Method private listSnapshots() : List<File> extracted from public getSnapshotDetails() : Map<String,Pair<Long,Long>> in class org.apache.cassandra.db.Directories","https://github.com/apache/cassandra/commit/b70f7ea0ce27b5defa0a7773d448732364e7aee0","3","Extract Method private listSnapshots() : List<File> extracted from public getSnapshotDetails() : Map<String,Pair<Long,Long>> in class org.apache.cassandra.db.Directories
Add Parameter ephemeral : boolean in method public snapshotWithoutFlush(snapshotName String, predicate Predicate<SSTableReader>, ephemeral boolean) : void from class org.apache.cassandra.db.ColumnFamilyStore
Add Parameter ephemeral : boolean in method public snapshot(snapshotName String, predicate Predicate<SSTableReader>, ephemeral boolean) : void from class org.apache.cassandra.db.ColumnFamilyStore"
"127","Extract Method","Extract Method private createPlatformToolProvider(targetPlatform NativePlatformInternal) : PlatformToolProvider extracted from public select(targetPlatform NativePlatformInternal) : PlatformToolProvider in class org.gradle.nativeplatform.toolchain.internal.gcc.AbstractGccCompatibleToolChain","https://github.com/gradle/gradle/commit/681dc6346ce3cf5be5c5985faad120a18949cee0","1","Extract Method private createPlatformToolProvider(targetPlatform NativePlatformInternal) : PlatformToolProvider extracted from public select(targetPlatform NativePlatformInternal) : PlatformToolProvider in class org.gradle.nativeplatform.toolchain.internal.gcc.AbstractGccCompatibleToolChain"
"128","Extract Method","Extract Method public use(ctx ParserRuleContext, sql String) : Integer extracted from public use(ctx HplsqlParser.Use_stmtContext) : Integer in class org.apache.hive.hplsql.Stmt","https://github.com/apache/hive/commit/92e98858e742bbb669ccbf790a71a618c581df21","2","Extract Method public use(ctx ParserRuleContext, sql String) : Integer extracted from public use(ctx HplsqlParser.Use_stmtContext) : Integer in class org.apache.hive.hplsql.Stmt
Change Parameter Type val : boolean to val : Boolean in method public stackPush(val Boolean) : void in class org.apache.hive.hplsql.Exec"
"129","Extract Method","Extract Method private checkInterfaceModifiers(ast DetailAST) : void extracted from public visitToken(ast DetailAST) : void in class com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck","https://github.com/checkstyle/checkstyle/commit/2f7481ee4e20ae785298c31ec2f979752dd7eb03","1","Extract Method private checkInterfaceModifiers(ast DetailAST) : void extracted from public visitToken(ast DetailAST) : void in class com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck"
"130","Extract Method","Extract Method private initTimeMap() : Map<String,Integer> extracted from public parameters() : Collection<Object[]> in class org.openhab.core.library.types.DateTimeTypeTest","https://github.com/openhab/openhab/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55","1","Extract Method private initTimeMap() : Map<String,Integer> extracted from public parameters() : Collection<Object[]> in class org.openhab.core.library.types.DateTimeTypeTest"
"131","Extract Method","Extract Method protected toByteArray(image BufferedImage) : byte[] extracted from public takeScreenshot() : byte[] in class io.selendroid.standalone.android.impl.AbstractDevice","https://github.com/selendroid/selendroid/commit/e4a309c160285708f917ea23238573da3b677f7f","1","Extract Method protected toByteArray(image BufferedImage) : byte[] extracted from public takeScreenshot() : byte[] in class io.selendroid.standalone.android.impl.AbstractDevice"
"132","Extract Method","Extract Method private testTransparentProxyWithQuery(proxyToContext String, prefix String, target String) : void extracted from public testTransparentProxyWithQuery() : void in class org.eclipse.jetty.proxy.ProxyServletTest","https://github.com/eclipse/jetty.project/commit/837d1a74bb7d694220644a2539c4440ce55462cf","1","Extract Method private testTransparentProxyWithQuery(proxyToContext String, prefix String, target String) : void extracted from public testTransparentProxyWithQuery() : void in class org.eclipse.jetty.proxy.ProxyServletTest"
"133","Extract Method","Extract Method private fillRepresentation(model Model, name String, contract Contract) : void extracted from private fillRepresentations(swagger Swagger, contract Contract) : void in class org.restlet.ext.apispark.internal.conversion.swagger.v2_0.Swagger2Reader","https://github.com/restlet/restlet-framework-java/commit/7ffe37983e2f09637b0c84d526a2f824de652de4","3","Extract Method private fillRepresentation(model Model, name String, contract Contract) : void extracted from private fillRepresentations(swagger Swagger, contract Contract) : void in class org.restlet.ext.apispark.internal.conversion.swagger.v2_0.Swagger2Reader
Rename Variable key : String to definition : Entry<String,Model> in method private fillRepresentations(swagger Swagger, contract Contract) : void in class org.restlet.ext.apispark.internal.conversion.swagger.v2_0.Swagger2Reader
Change Variable Type key : String to definition : Entry<String,Model> in method private fillRepresentations(swagger Swagger, contract Contract) : void in class org.restlet.ext.apispark.internal.conversion.swagger.v2_0.Swagger2Reader"
"134","Extract Method","Extract Method private expand() : void extracted from public append(c char) : AppendableCharSequence in class io.netty.util.internal.AppendableCharSequence","https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220","1","Extract Method private expand() : void extracted from public append(c char) : AppendableCharSequence in class io.netty.util.internal.AppendableCharSequence"
"135","Extract Method","Extract Method private getNormalValue(r Random, magnitude double, min long, max long) : long extracted from private fillTable(client Client, tbl String) : void in class org.voltdb.regressionsuites.TestApproxCountDistinctSuite","https://github.com/VoltDB/voltdb/commit/deb8e5ca64fcf633edbd89523af472da813b6772","1","Extract Method private getNormalValue(r Random, magnitude double, min long, max long) : long extracted from private fillTable(client Client, tbl String) : void in class org.voltdb.regressionsuites.TestApproxCountDistinctSuite"
"136","Extract Method","Extract Method protected renameModels(oldName String, newName String) : void extracted from public rename(newName String) : void in class jetbrains.mps.project.AbstractModule","https://github.com/JetBrains/MPS/commit/ce4b0e22659c16ae83d421f9621fd3e922750764","1","Extract Method protected renameModels(oldName String, newName String) : void extracted from public rename(newName String) : void in class jetbrains.mps.project.AbstractModule"
"137","Extract Method","Extract Method public callProcedure(ic ImportContext, procCallback ProcedureCallback, proc String, fieldList Object...) : boolean extracted from public callProcedure(ic ImportContext, proc String, fieldList Object...) : boolean in class org.voltdb.ImportHandler","https://github.com/VoltDB/voltdb/commit/d47e58f9bbce9a816378e8a7930c1de67a864c29","2","Extract Method public callProcedure(ic ImportContext, procCallback ProcedureCallback, proc String, fieldList Object...) : boolean extracted from public callProcedure(ic ImportContext, proc String, fieldList Object...) : boolean in class org.voltdb.ImportHandler
Add Parameter procCallback : ProcedureCallback in method public callProcedure(backPressureTimeout long, procCallback ProcedureCallback, proc String, fieldList Object...) : boolean from class org.voltdb.InternalConnectionHandler"
"138","Extract Method","Extract Method private getShortErrorMessage(methodName String, filePath String, error RequestError) : String extracted from private logError(methodName String, filePath String, error RequestError) : void in class com.jetbrains.lang.dart.analyzer.DartAnalysisServerService","https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0","1","Extract Method private getShortErrorMessage(methodName String, filePath String, error RequestError) : String extracted from private logError(methodName String, filePath String, error RequestError) : void in class com.jetbrains.lang.dart.analyzer.DartAnalysisServerService"
"139","Extract Method","Extract Method package getEnumerator(rType RType) : ResourceIdEnumerator extracted from public addIntResourceIfNotPresent(rType RType, name String) : void in class com.facebook.buck.android.aapt.AaptResourceCollector","https://github.com/facebook/buck/commit/6c93f15f502f39dff99ecb01b56dcad7dddb0f0d","1","Extract Method package getEnumerator(rType RType) : ResourceIdEnumerator extracted from public addIntResourceIfNotPresent(rType RType, name String) : void in class com.facebook.buck.android.aapt.AaptResourceCollector"
"140","Extract Method","Extract Method private millis(temporal Temporal) : long extracted from public from(from Object) : U in class org.jooq.tools.Convert.ConvertAll","https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357","1","Extract Method private millis(temporal Temporal) : long extracted from public from(from Object) : U in class org.jooq.tools.Convert.ConvertAll"
"141","Extract Method","Extract Method private closeOpenStatements() : void extracted from public close() : void in class com.zaxxer.hikari.proxy.ConnectionProxy","https://github.com/brettwooldridge/HikariCP/commit/e19c6874431dc2c3046436c2ac249a0ab2ef3457","2","Extract Method private closeOpenStatements() : void extracted from public close() : void in class com.zaxxer.hikari.proxy.ConnectionProxy
Extract Variable statement : Statement in method private closeOpenStatements() : void from class com.zaxxer.hikari.proxy.ConnectionProxy"
"142","Extract Method","Extract Method private invokeMethod(methodToken MethodDescription.Token) : Implementation.SpecialMethodInvocation extracted from public invokeSuper(methodToken MethodDescription.Token) : Implementation.SpecialMethodInvocation in class net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget","https://github.com/raphw/byte-buddy/commit/fd000ca2e78fce2f8aa11e6a81e4f23c2f1348e6","1","Extract Method private invokeMethod(methodToken MethodDescription.Token) : Implementation.SpecialMethodInvocation extracted from public invokeSuper(methodToken MethodDescription.Token) : Implementation.SpecialMethodInvocation in class net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget"
"143","Extract Method","Extract Method public startRow(rowValue T) : TableRowBuilder extracted from public startRow() : TableRowBuilder in class com.google.gwt.user.cellview.client.AbstractCellTableBuilder","https://github.com/gwtproject/gwt/commit/892d1760c8e4c76c369cd5ec1eaed215d3a22c8a","1","Extract Method public startRow(rowValue T) : TableRowBuilder extracted from public startRow() : TableRowBuilder in class com.google.gwt.user.cellview.client.AbstractCellTableBuilder"
"144","Extract Method","Extract Method private ensurePreviewUnloaded() : boolean extracted from public onClosed() : void in class org.terasology.rendering.nui.layers.mainMenu.PreviewWorldScreen","https://github.com/MovingBlocks/Terasology/commit/8f63cc5c8edb8e740026447bc4827f8e8e6c34b1","1","Extract Method private ensurePreviewUnloaded() : boolean extracted from public onClosed() : void in class org.terasology.rendering.nui.layers.mainMenu.PreviewWorldScreen"
"145","Extract Method","Extract Method private getIntervalHistogram() : EncodableHistogram extracted from public run() : void in class org.HdrHistogram.HistogramLogProcessor","https://github.com/HdrHistogram/HdrHistogram/commit/0e65ac4da70c6ca5c67bb8418e67db914218042f","2","Extract Method private getIntervalHistogram() : EncodableHistogram extracted from public run() : void in class org.HdrHistogram.HistogramLogProcessor
Rename Variable intervalHistogram : EncodableHistogram to histogram : EncodableHistogram in method private getIntervalHistogram() : EncodableHistogram in class org.HdrHistogram.HistogramLogProcessor"
"146","Extract Method","Extract Method private copy(inputStream InputStream, outputFile File) : void extracted from package resourceToFile(context Context, resourceName String) : File in class com.joanzapata.android.iconify.Utils","https://github.com/JoanZapata/android-iconify/commit/eb500cca282e39d01a9882e1d0a83186da6d1a26","3","Extract Method private copy(inputStream InputStream, outputFile File) : void extracted from package resourceToFile(context Context, resourceName String) : File in class com.joanzapata.android.iconify.Utils
Extract Variable filename : String in method package resourceToFile(context Context, resourceName String) : File from class com.joanzapata.android.iconify.Utils
Parameterize Variable outPath : File to outputFile : File in method private copy(inputStream InputStream, outputFile File) : void in class com.joanzapata.android.iconify.Utils"
"147","Extract Method","Extract Method private createDepthAndStencilBuffer(multisample boolean, depthBits int, stencilBits int, packed boolean) : void extracted from private createFBOLayer() : void in class processing.opengl.PGL","https://github.com/processing/processing/commit/f36b736cf1206dd1af794d6fb4cee967a3553b1f","1","Extract Method private createDepthAndStencilBuffer(multisample boolean, depthBits int, stencilBits int, packed boolean) : void extracted from private createFBOLayer() : void in class processing.opengl.PGL"
"148","Extract Method","Extract Method public format(path String, pegRevision SVNRevision) : String extracted from public put(parameters List<String>, path String, pegRevision SVNRevision) : void in class org.jetbrains.idea.svn.commandLine.CommandUtil","https://github.com/JetBrains/intellij-community/commit/61215911ef28ca783c5106d7c01e74cf3000a866","1","Extract Method public format(path String, pegRevision SVNRevision) : String extracted from public put(parameters List<String>, path String, pegRevision SVNRevision) : void in class org.jetbrains.idea.svn.commandLine.CommandUtil"
"149","Extract Method","Extract Method private getFileNamesToCreate() : Set<String> extracted from private createPropertiesFiles() : List<PsiFile> in class com.intellij.lang.properties.create.CreateResourceBundleDialogComponent","https://github.com/JetBrains/intellij-community/commit/98ecc4cfd927f388645f6a6bc492c80868b1a11d","1","Extract Method private getFileNamesToCreate() : Set<String> extracted from private createPropertiesFiles() : List<PsiFile> in class com.intellij.lang.properties.create.CreateResourceBundleDialogComponent"
"150","Extract Method","Extract Method private resetLeader() : void extracted from public run() : void in class org.voltdb.importclient.kafka.KafkaStreamImporter.TopicPartitionFetcher","https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf","4","Extract Method private resetLeader() : void extracted from public run() : void in class org.voltdb.importclient.kafka.KafkaStreamImporter.TopicPartitionFetcher
Rename Variable i : int to attempts : int in method public getOffsetCoordinator() : void in class org.voltdb.importclient.kafka.KafkaStreamImporter.TopicPartitionFetcher
Replace Variable With Attribute consumer : SimpleConsumer to m_consumer : SimpleConsumer in method public run() : void in class org.voltdb.importclient.kafka.KafkaStreamImporter.TopicPartitionFetcher
Replace Variable With Attribute consumer : SimpleConsumer to m_consumer : SimpleConsumer in method private resetLeader() : void in class org.voltdb.importclient.kafka.KafkaStreamImporter.TopicPartitionFetcher"
"151","Extract Method","Extract Method private installAppleBundleForSimulator(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult extracted from private installAppleBundle(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult in class com.facebook.buck.cli.InstallCommand","https://github.com/facebook/buck/commit/89973a5e4f188040c5fcf87fb5a3e9167329d175","3","Extract Method private installAppleBundleForSimulator(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult extracted from private installAppleBundle(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult in class com.facebook.buck.cli.InstallCommand
Add Parameter allValidCodeSignIdentities : ImmutableSet<CodeSignIdentity> in method public AppleBundleDescription(appleBinaryDescription AppleBinaryDescription, appleLibraryDescription AppleLibraryDescription, cxxPlatformFlavorDomain FlavorDomain<CxxPlatform>, platformFlavorsToAppleCxxPlatforms Map<Flavor,AppleCxxPlatform>, defaultCxxPlatform CxxPlatform, allValidCodeSignIdentities ImmutableSet<CodeSignIdentity>) from class com.facebook.buck.apple.AppleBundleDescription
Add Parameter allValidCodeSignIdentities : ImmutableSet<CodeSignIdentity> in method public AppleTestDescription(appleConfig AppleConfig, appleBundleDescription AppleBundleDescription, appleLibraryDescription AppleLibraryDescription, cxxPlatformFlavorDomain FlavorDomain<CxxPlatform>, platformFlavorsToAppleCxxPlatforms Map<Flavor,AppleCxxPlatform>, defaultCxxPlatform CxxPlatform, allValidCodeSignIdentities ImmutableSet<CodeSignIdentity>) from class com.facebook.buck.apple.AppleTestDescription"
"152","Extract Method","Extract Method public get(buildTarget BuildTarget, eventBus Optional<BuckEventBus>) : TargetNode<?> extracted from public get(buildTarget BuildTarget) : TargetNode<?> in class com.facebook.buck.parser.Parser.CachedState","https://github.com/facebook/buck/commit/8d14e557e01cc607dd2db66c29d106ef01aa81f7","4","Extract Method public get(buildTarget BuildTarget, eventBus Optional<BuckEventBus>) : TargetNode<?> extracted from public get(buildTarget BuildTarget) : TargetNode<?> in class com.facebook.buck.parser.Parser.CachedState
Extract Variable numRules : int in method protected getAllRulesInternal(buildFile Path) : List<Map<String,Object>> from class com.facebook.buck.json.ProjectBuildFileParser
Remove Method Annotation @SuppressWarnings({""rawtypes"",""unchecked""}) in method public get(buildTarget BuildTarget) : TargetNode<?> from class com.facebook.buck.parser.Parser.CachedState
Add Parameter eventBus : BuckEventBus in method private buildTargetGraph(toExplore Iterable<BuildTarget>, parserConfig ParserConfig, buildFileParser ProjectBuildFileParser, environment ImmutableMap<String,String>, eventBus BuckEventBus) : TargetGraph from class com.facebook.buck.parser.Parser"
"153","Extract Method","Extract Method protected createJobRawOutput(job Job) : String extracted from protected createJob(job Job) : JobId in class com.spotify.helios.system.SystemTestBase","https://github.com/spotify/helios/commit/cc02c00b8a92ef34d1a8bcdf44a45fb01a8dea6c","3","Extract Method protected createJobRawOutput(job Job) : String extracted from protected createJob(job Job) : JobId in class com.spotify.helios.system.SystemTestBase
Add Parameter hostname : String in method public Job(id JobId, image String, hostname String, command List<String>, env Map<String,String>, resources Resources, ports Map<String,PortMapping>, registration Map<ServiceEndpoint,ServicePorts>, gracePeriod Integer, volumes Map<String,String>, expires Date, registrationDomain String, creatingUser String, token String, healthCheck HealthCheck, securityOpt List<String>, networkMode String) from class com.spotify.helios.common.descriptors.Job
Add Parameter hostname : String in method protected createJob(name String, version String, image String, hostname String, command List<String>, env Map<String,String>, ports Map<String,PortMapping>, registration Map<ServiceEndpoint,ServicePorts>, gracePeriod Integer, volumes Map<String,String>, expires Date) : JobId from class com.spotify.helios.system.SystemTestBase"
"154","Extract Method","Extract Method public startInsertMode(editorContext EditorContext, anchorCell EditorCell, insertBefore boolean) : void extracted from public insertNewChild(editorContext EditorContext, anchorCell EditorCell, insertBefore boolean) : void in class jetbrains.mps.nodeEditor.cellProviders.AbstractCellListHandler","https://github.com/JetBrains/MPS/commit/61b5decd4a4e5e6bbdea99eb76f136ca10915b73","1","Extract Method public startInsertMode(editorContext EditorContext, anchorCell EditorCell, insertBefore boolean) : void extracted from public insertNewChild(editorContext EditorContext, anchorCell EditorCell, insertBefore boolean) : void in class jetbrains.mps.nodeEditor.cellProviders.AbstractCellListHandler"
"155","Extract Method","Extract Method protected validate(titleMap Map<Locale,String>, startTimeJCalendar Calendar, endTimeJCalendar Calendar, untilJCalendar Calendar) : void extracted from protected validate(titleMap Map<Locale,String>, startTimeJCalendar Calendar, endTimeJCalendar Calendar) : void in class com.liferay.calendar.service.impl.CalendarBookingLocalServiceImpl","https://github.com/liferay/liferay-plugins/commit/720b0d2064ecc4403809e794075e9fe8cfa857f1","1","Extract Method protected validate(titleMap Map<Locale,String>, startTimeJCalendar Calendar, endTimeJCalendar Calendar, untilJCalendar Calendar) : void extracted from protected validate(titleMap Map<Locale,String>, startTimeJCalendar Calendar, endTimeJCalendar Calendar) : void in class com.liferay.calendar.service.impl.CalendarBookingLocalServiceImpl"
"156","Extract Method","Extract Method public closeSparkSession() : void extracted from public close() : void in class org.apache.hadoop.hive.ql.session.SessionState","https://github.com/apache/hive/commit/8398fbf3dd0937a0a4a3d540977a95f97425f566","2","Extract Method public closeSparkSession() : void extracted from public close() : void in class org.apache.hadoop.hive.ql.session.SessionState
Change Return Type Class to Class<?> in method public getAuthorizerInterface() : Class<?> in class org.apache.hadoop.hive.ql.session.SessionState"
"157","Move Attribute","Move Attribute public BUTTON_TEXTURES : ResourceLocation from class buildcraft.core.lib.gui.buttons.GuiBetterButton to public BUTTON_TEXTURES : ResourceLocation from class buildcraft.core.lib.gui.buttons.StandardButtonTextureSets","https://github.com/BuildCraft/BuildCraft/commit/6abc40ed4850d74ee6c155f5a28f8b34881a0284","4","Extract Method private initTemplate() : void extracted from public initialize() : void in class buildcraft.builders.TileFiller
Extract Method private initTemplate() : void extracted from public updateEntity() : void in class buildcraft.builders.TileFiller
Change Return Type void to GuiBetterButton in method public setToolTip(tips ToolTip) : GuiBetterButton in class buildcraft.core.lib.gui.buttons.GuiBetterButton
Move Attribute public BUTTON_TEXTURES : ResourceLocation from class buildcraft.core.lib.gui.buttons.GuiBetterButton to public BUTTON_TEXTURES : ResourceLocation from class buildcraft.core.lib.gui.buttons.StandardButtonTextureSets"
"158","Move Attribute","Move Attribute private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.http.DefaultHandler","https://github.com/rackerlabs/blueflood/commit/c76e6e1f27a6697b3b88ad4ed710441b801afb3b","2","Move Method public sendResponse(channel ChannelHandlerContext, request HttpRequest, messageBody String, status HttpResponseStatus) : void from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to public sendResponse(channel ChannelHandlerContext, request HttpRequest, messageBody String, status HttpResponseStatus) : void from class com.rackspacecloud.blueflood.http.DefaultHandler
Move Attribute private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.http.DefaultHandler"
"159","Move Attribute","Move Attribute private __propertyPattern : Pattern from class org.eclipse.jetty.xml.XmlConfiguration to class org.eclipse.jetty.start.Props","https://github.com/eclipse/jetty.project/commit/13b63c194b010201c439932ece2f1bc628ebf287","1","Move Attribute private __propertyPattern : Pattern from class org.eclipse.jetty.xml.XmlConfiguration to class org.eclipse.jetty.start.Props"
"160","Move Attribute","Move Attribute public m_framework : Framework from class org.voltdb.importer.ImportProcessor.BundleWrapper to private m_framework : Framework from class org.voltdb.importer.ImportProcessor","https://github.com/VoltDB/voltdb/commit/a896b8bf8f7067e41291eb7771deed76b3621fa0","3","Move Attribute public m_framework : Framework from class org.voltdb.importer.ImportProcessor.BundleWrapper to private m_framework : Framework from class org.voltdb.importer.ImportProcessor
Inline Variable o : Object in method public addProcessorConfig(properties Properties) : void from class org.voltdb.importer.ImportProcessor
Remove Parameter framework : Framework in method public BundleWrapper(bundle Bundle, framework Framework, handler ImportHandlerProxy, properties Properties) from class org.voltdb.importer.ImportProcessor.BundleWrapper"
"161","Move Attribute","Move Attribute public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.UkrainianTagger to public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.PosTagHelper","https://github.com/languagetool-org/languagetool/commit/bec15926deb49d2b3f7b979d4cfc819947a434ec","4","Move Attribute public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.UkrainianTagger to public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.PosTagHelper
Rename Method private hasRequiredPosTag(posTagsToFind Collection<String>, tokenReadings AnalyzedTokenReadings) : boolean renamed to private getReadingWithVidmPosTag(posTagsToFind Collection<String>, tokenReadings AnalyzedTokenReadings) : boolean in class org.languagetool.rules.uk.TokenAgreementRule
Extract Class org.languagetool.tagging.uk.CompoundTagger from class org.languagetool.tagging.uk.UkrainianTagger
Extract Method private doGuessCompoundTag(word String) : List<AnalyzedToken> extracted from private guessCompoundTag(word String) : List<AnalyzedToken> in class org.languagetool.tagging.uk.CompoundTagger"
"162","Move Attribute","Move Attribute package stopped : boolean from class org.infinispan.persistence.async.State to private stopped : boolean from class org.infinispan.persistence.async.AsyncCacheWriter","https://github.com/infinispan/infinispan/commit/4184c577f4bbc57f3ac13639557cfd99cdaca3e7","1","Move Attribute package stopped : boolean from class org.infinispan.persistence.async.State to private stopped : boolean from class org.infinispan.persistence.async.AsyncCacheWriter"
"163","Move Attribute","Move Attribute private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.http.DefaultHandler","https://github.com/rackerlabs/blueflood/commit/fce2d1f07c14bbac286e16ec666fd4bf26abd43d","2","Move Method public sendResponse(channel ChannelHandlerContext, request HttpRequest, messageBody String, status HttpResponseStatus) : void from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to public sendResponse(channel ChannelHandlerContext, request HttpRequest, messageBody String, status HttpResponseStatus) : void from class com.rackspacecloud.blueflood.http.DefaultHandler
Move Attribute private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.inputs.handlers.HttpMetricsIngestionHandler to private sendResponseTimer : Timer from class com.rackspacecloud.blueflood.http.DefaultHandler"
"164","Move Attribute","Move Attribute private digest : MessageDigest from class org.bitcoinj.core.Utils to private digest : MessageDigest from class org.bitcoinj.core.Sha256Hash","https://github.com/bitcoinj/bitcoinj/commit/a6601066ddc72ef8e71c46c5a51e1252ea0a1af5","5","Move Attribute private digest : MessageDigest from class org.bitcoinj.core.Utils to private digest : MessageDigest from class org.bitcoinj.core.Sha256Hash
Move And Rename Method public newSha256Digest() : MessageDigest from class org.bitcoinj.core.Utils to public newDigest() : MessageDigest from class org.bitcoinj.core.Sha256Hash
Move And Rename Method public singleDigest(input byte[], offset int, length int) : byte[] from class org.bitcoinj.core.Utils to public calcHashBytes(input byte[], offset int, length int) : byte[] from class org.bitcoinj.core.Sha256Hash
Move And Rename Method public doubleDigest(input byte[], offset int, length int) : byte[] from class org.bitcoinj.core.Utils to public calcDoubleHashBytes(input byte[], offset int, length int) : byte[] from class org.bitcoinj.core.Sha256Hash
Move And Rename Method public doubleDigestTwoBuffers(input1 byte[], offset1 int, length1 int, input2 byte[], offset2 int, length2 int) : byte[] from class org.bitcoinj.core.Utils to public calcDoubleHashBytes(input1 byte[], offset1 int, length1 int, input2 byte[], offset2 int, length2 int) : byte[] from class org.bitcoinj.core.Sha256Hash"
"165","Move Attribute","Move Attribute private stopped : AtomicBoolean from class org.gradle.play.internal.run.PlayApplicationDeploymentHandle to private stopped : AtomicBoolean from class org.gradle.play.internal.run.PlayApplicationRunnerToken","https://github.com/gradle/gradle/commit/527ac38334000e105daacb2aca25cb345d77c01e","5","Move Attribute private stopped : AtomicBoolean from class org.gradle.play.internal.run.PlayApplicationDeploymentHandle to private stopped : AtomicBoolean from class org.gradle.play.internal.run.PlayApplicationRunnerToken
Extract And Move Method public isRunning() : boolean extracted from public isRunning() : boolean in class org.gradle.play.internal.run.PlayApplicationDeploymentHandle & moved to class org.gradle.play.internal.run.PlayApplicationRunnerToken
Rename Parameter runner : PlayApplicationRunner to runnerToken : PlayApplicationRunnerToken in method public PlayApplicationDeploymentHandle(id String, runnerToken PlayApplicationRunnerToken) in class org.gradle.play.internal.run.PlayApplicationDeploymentHandle
Change Parameter Type runner : PlayApplicationRunner to runnerToken : PlayApplicationRunnerToken in method public PlayApplicationDeploymentHandle(id String, runnerToken PlayApplicationRunnerToken) in class org.gradle.play.internal.run.PlayApplicationDeploymentHandle
Add Parameter playToolChain : PlayToolChainInternal in method package createPlayRunTask(tasks ModelMap<Task>, binaryContainer BinaryContainer, serviceRegistry ServiceRegistry, configurations PlayPluginConfigurations, projectIdentifier ProjectIdentifier, playToolChain PlayToolChainInternal) : void from class org.gradle.play.plugins.PlayApplicationPlugin.Rules"
"166","Move Attribute","Move Attribute private COMPARATOR : Comparator<IndexRange> from class org.graylog2.indexer.ranges.MongoIndexRangeService to public COMPARATOR : Comparator<IndexRange> from class org.graylog2.indexer.ranges.IndexRange","https://github.com/Graylog2/graylog2-server/commit/f05e86c4d31987ff2f30330745c3eb605de4c4dc","1","Move Attribute private COMPARATOR : Comparator<IndexRange> from class org.graylog2.indexer.ranges.MongoIndexRangeService to public COMPARATOR : Comparator<IndexRange> from class org.graylog2.indexer.ranges.IndexRange"
"167","Move Attribute","Move Attribute private tag : byte from class org.apache.hadoop.hive.ql.exec.SparkHashTableSinkOperator to private tag : byte from class org.apache.hadoop.hive.ql.plan.SparkHashTableSinkDesc","https://github.com/apache/hive/commit/d69e5cb21c04d9eede314aaa9ad059fc603fb025","3","Move Attribute private tag : byte from class org.apache.hadoop.hive.ql.exec.SparkHashTableSinkOperator to private tag : byte from class org.apache.hadoop.hive.ql.plan.SparkHashTableSinkDesc
Move Method public setTag(tag byte) : void from class org.apache.hadoop.hive.ql.exec.SparkHashTableSinkOperator to public setTag(tag byte) : void from class org.apache.hadoop.hive.ql.plan.SparkHashTableSinkDesc
Extract Method protected getCountQuery(spec Specification<T>, mode QueryMode) : TypedQuery<Long> extracted from protected getCountQuery(spec Specification<T>) : TypedQuery<Long> in class org.springframework.data.jpa.repository.support.SimpleJpaRepository"
"168","Move Attribute","Move Attribute private IDMAP_HASH_VERSION : byte from class com.android.server.pm.PackageManagerService to private IDMAP_HASH_VERSION : byte from class android.content.pm.ThemeUtils","https://github.com/CyanogenMod/android_frameworks_base/commit/3f2a0e7629d032712ab38ab1431cd0a9d91d4db6","1","Move Attribute private IDMAP_HASH_VERSION : byte from class com.android.server.pm.PackageManagerService to private IDMAP_HASH_VERSION : byte from class android.content.pm.ThemeUtils"
